time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2019-06-11 00:00:00+00:00,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.04893201,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.143545652,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844,0.148763844
2019-06-11 00:30:00+00:00,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.048966431,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.202629969,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046,0.098794046
2019-06-11 01:00:00+00:00,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.048781745,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.134999175,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526,0.088886526
2019-06-11 01:30:00+00:00,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.048943283,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.076861643,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047,0.099017047
2019-06-11 02:00:00+00:00,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.048913832,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.104999364,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915,0.090863915
2019-06-11 02:30:00+00:00,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.04937322,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.121868567,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462,0.098937462
2019-06-11 03:00:00+00:00,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.049199173,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.101885541,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494,0.090277494
2019-06-11 03:30:00+00:00,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.049122684,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.077012419,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625,0.101666625
2019-06-11 04:00:00+00:00,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.049367994,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.076510436,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429,0.090165429
2019-06-11 04:30:00+00:00,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.098495917,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.07821102,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904,0.102339904
2019-06-11 05:00:00+00:00,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.092814328,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.043143353,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454,0.05174454
2019-06-11 05:30:00+00:00,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.038159581,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.097329979,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866,0.062611866
2019-06-11 06:00:00+00:00,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.211355167,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.129184685,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168,0.092373168
2019-06-11 06:30:00+00:00,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.625226456,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.076644873,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227,0.101229227
2019-06-11 07:00:00+00:00,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.08603005,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.079828471,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281,0.118353281
